"root","x","Barrier","Kr","Kx","kAQP","perimeter","Kr2","radius","conductance"
"root1",30,"T1",3.72150273299641e-05,5.3502576248052,1e-04,0.263178350723938,4.30729482985696e-08,0.418861354324872,1.1335867494035e-08
"root1",30,"T2",4.15108627227326e-05,5.3502576248052,2e-04,0.263178350723938,4.80449800031627e-08,0.418861354324872,1.2644398597797e-08
"root1",30,"T3",3.46623489280371e-05,5.3502576248052,2e-04,0.263178350723938,4.01184594074503e-08,0.418861354324872,1.0558309980438e-08
"root1",30,"T1",4.26068676969101e-05,5.3502576248052,2e-04,0.263178350723938,4.93135042788311e-08,0.418861354324872,1.29782467245206e-08
"root1",30,"T2",4.52037649167927e-05,5.3502576248052,3e-04,0.263178350723938,5.2319172357399e-08,0.418861354324872,1.37692734922617e-08
"root1",30,"T3",3.65946445735919e-05,5.3502576248052,3e-04,0.263178350723938,4.23549127009165e-08,0.418861354324872,1.11468960696836e-08
"root1",30,"T1",4.65809373495938e-05,5.3502576248052,3e-04,0.263178350723938,5.39131219324002e-08,0.418861354324872,1.41887665125477e-08
"root1",30,"T2",4.82636898851841e-05,5.3502576248052,4e-04,0.263178350723938,5.5860752181926e-08,0.418861354324872,1.47013406294379e-08
"root1",30,"T3",3.8104801187476e-05,5.3502576248052,4e-04,0.263178350723938,4.41027791521713e-08,0.418861354324872,1.16068966796105e-08
"root1",30,"T1",4.9919935752338e-05,5.3502576248052,4e-04,0.263178350723938,5.77777034170579e-08,0.418861354324872,1.52058406939181e-08
"root1",30,"T2",5.09528308571444e-05,5.3502576248052,5e-04,0.263178350723938,5.89731838624356e-08,0.418861354324872,1.55204652658554e-08
"root1",30,"T3",3.9380895094808e-05,5.3502576248052,5e-04,0.263178350723938,4.55797396930648e-08,0.418861354324872,1.19956007188472e-08
"root1",30,"T1",5.28902573520731e-05,5.3502576248052,5e-04,0.263178350723938,6.12155756389735e-08,0.418861354324872,1.61106142352815e-08
"root1",30,"T2",5.33918597654187e-05,5.3502576248052,6e-04,0.263178350723938,6.17961339877531e-08,0.418861354324872,1.62634046240124e-08
"root1",30,"T3",4.05047917179909e-05,5.3502576248052,6e-04,0.263178350723938,4.68805459698969e-08,0.418861354324872,1.23379447693952e-08
"root1",30,"T1",5.56136240319367e-05,5.3502576248052,6e-04,0.263178350723938,6.43676204073341e-08,0.418861354324872,1.69401641788267e-08
"root1",30,"T2",5.56464936449264e-05,5.3502576248052,7e-04,0.263178350723938,6.4405663940887e-08,0.418861354324872,1.69501764132429e-08
"root1",30,"T3",4.15192757102461e-05,5.3502576248052,7e-04,0.263178350723938,4.80547172572293e-08,0.418861354324872,1.26469612322628e-08
"root1",30,"T1",5.81558335418139e-05,5.3502576248052,7e-04,0.263178350723938,6.73099925252476e-08,0.418861354324872,1.77145328200353e-08
"root1",30,"T2",5.7756747073715e-05,5.3502576248052,8e-04,0.263178350723938,6.68480868908738e-08,0.418861354324872,1.75929692569907e-08
"root1",30,"T3",4.24496590058088e-05,5.3502576248052,8e-04,0.263178350723938,4.91315497752417e-08,0.418861354324872,1.29303602383592e-08
"root1",30,"T1",6.05566387381298e-05,5.3502576248052,8e-04,0.263178350723938,7.00887022432058e-08,0.418861354324872,1.84458290607481e-08
"root1",30,"T2",5.97490206658583e-05,5.3502576248052,9e-04,0.263178350723938,6.91539591040027e-08,0.418861354324872,1.81998249030221e-08
"root1",30,"T3",4.3312329087516e-05,5.3502576248052,9e-04,0.263178350723938,5.01300105179583e-08,0.418861354324872,1.31931334898899e-08
"root1",30,"T1",6.28420582735469e-05,5.3502576248052,9e-04,0.263178350723938,7.27338637425311e-08,0.418861354324872,1.9141978301539e-08
"root1",30,"T2",6.16418231747197e-05,5.3502576248052,0.001,0.263178350723938,7.13447027485182e-08,0.418861354324872,1.87763812022446e-08
"root1",30,"T3",4.41186429092884e-05,5.3502576248052,0.001,0.263178350723938,5.10632441079727e-08,0.418861354324872,1.34387403669501e-08
"root1",30,"T1",6.50301879082009e-05,5.3502576248052,0.001,0.263178350723938,7.52664211900473e-08,0.418861354324872,1.98084925936899e-08
"root1",6,"T2",3.77540907156912e-05,0.0605266878097369,1e-04,0.108187678425972,4.36968642542722e-08,0.172186038031298,4.72746229816455e-09
"root1",6,"T3",2.72744790147759e-05,0.0605266878097369,1e-04,0.108187678425972,3.15676840448795e-08,0.172186038031298,3.41523445010011e-09
"root1",6,"T1",3.90565017117822e-05,0.0605266878097369,1e-04,0.108187678425972,4.52042843886368e-08,0.172186038031298,4.89054658291403e-09
"root1",6,"T2",4.66422659271741e-05,0.0605266878097369,2e-04,0.108187678425972,5.39841040823774e-08,0.172186038031298,5.84041489257845e-09
"root1",6,"T3",3.03081430288043e-05,0.0605266878097369,2e-04,0.108187678425972,3.50788692463013e-08,0.172186038031298,3.79510142556556e-09
"root1",6,"T1",4.87242251675732e-05,0.0605266878097369,2e-04,0.108187678425972,5.63937791291356e-08,0.172186038031298,6.10111204164822e-09
"root1",6,"T2",5.29579614845824e-05,0.0605266878097369,3e-04,0.108187678425972,6.12939369034519e-08,0.172186038031298,6.63124873517247e-09
"root1",6,"T3",3.19079392001535e-05,0.0605266878097369,3e-04,0.108187678425972,3.69304851853628e-08,0.172186038031298,3.99542345534916e-09
"root1",6,"T1",5.5767014490146e-05,0.0605266878097369,3e-04,0.108187678425972,6.45451556598912e-08,0.172186038031298,6.98299054448662e-09
"root1",6,"T2",5.79200651591524e-05,0.0605266878097369,4e-04,0.108187678425972,6.70371124527227e-08,0.172186038031298,7.25258956464089e-09
"root1",6,"T3",3.29243544122519e-05,0.0605266878097369,4e-04,0.108187678425972,3.81068916808471e-08,0.172186038031298,4.12269614298083e-09
"root1",6,"T1",6.14304579835663e-05,0.0605266878097369,4e-04,0.108187678425972,7.11000671106091e-08,0.172186038031298,7.69215119662761e-09
"root1",6,"T2",6.20272090536162e-05,0.0605266878097369,5e-04,0.108187678425972,7.17907512194632e-08,0.172186038031298,7.76687470689024e-09
"root1",6,"T3",3.36414362915209e-05,0.0605266878097369,5e-04,0.108187678425972,3.89368475596307e-08,0.172186038031298,4.21248714270242e-09
"root1",6,"T1",6.62194604412506e-05,0.0605266878097369,5e-04,0.108187678425972,7.66428940292252e-08,0.172186038031298,8.29181677286967e-09
"root1",6,"T2",6.55400765749817e-05,0.0605266878097369,6e-04,0.108187678425972,7.58565701099325e-08,0.172186038031298,8.20674621355058e-09
"root1",6,"T3",3.41829057903558e-05,0.0605266878097369,6e-04,0.108187678425972,3.95635483684674e-08,0.172186038031298,4.28028844827814e-09
"root1",6,"T1",7.03969321237715e-05,0.0605266878097369,6e-04,0.108187678425972,8.14779306988096e-08,0.172186038031298,8.81490816525645e-09
"root1",6,"T2",6.8614394015674e-05,0.0605266878097369,7e-04,0.108187678425972,7.94148078885116e-08,0.172186038031298,8.59170369810263e-09
"root1",6,"T3",3.46117166032911e-05,0.0605266878097369,7e-04,0.108187678425972,4.00598571797351e-08,0.172186038031298,4.33398294635154e-09
"root1",6,"T1",7.41198495745627e-05,0.0605266878097369,7e-04,0.108187678425972,8.57868629335216e-08,0.172186038031298,9.28108154022478e-09
"root1",6,"T2",7.13513322018335e-05,0.0605266878097369,8e-04,0.108187678425972,8.25825604187888e-08,0.172186038031298,8.93441549018132e-09
"root1",6,"T3",3.49634412380912e-05,0.0605266878097369,8e-04,0.108187678425972,4.04669458774204e-08,0.172186038031298,4.37802492746757e-09
"root1",6,"T1",7.74903547583622e-05,0.0605266878097369,8e-04,0.108187678425972,8.96879105999562e-08,0.172186038031298,9.70312683068539e-09
"root1",6,"T2",7.38205405623699e-05,0.0605266878097369,9e-04,0.108187678425972,8.54404404657059e-08,0.172186038031298,9.24360289767719e-09
"root1",6,"T3",3.52597740630601e-05,0.0605266878097369,9e-04,0.108187678425972,4.08099236840973e-08,0.172186038031298,4.41513090012358e-09
"root1",6,"T1",8.05789583640914e-05,0.0605266878097369,9e-04,0.108187678425972,9.32626832917724e-08,0.172186038031298,1.00898731891135e-08
"root1",6,"T2",7.60720634326129e-05,0.0605266878097369,0.001,0.108187678425972,8.80463697136723e-08,0.172186038031298,9.52553233315702e-09
"root1",6,"T3",3.55147415343879e-05,0.0605266878097369,0.001,0.108187678425972,4.11050249240601e-08,0.172186038031298,4.44705721817578e-09
"root1",6,"T1",8.34364958427413e-05,0.0605266878097369,0.001,0.108187678425972,9.65700183365061e-08,0.172186038031298,1.04476860893801e-08
"root1",9,"T2",3.62291167408963e-05,0.167469183192992,1e-04,0.145028258448384,4.19318480797411e-08,0.230819642200692,6.08130290052706e-09
"root1",9,"T3",2.72575304505168e-05,0.167469183192992,1e-04,0.145028258448384,3.15480676510611e-08,0.230819642200692,4.57536130884519e-09
"root1",9,"T1",3.72410280514496e-05,0.167469183192992,1e-04,0.145028258448384,4.31030417262148e-08,0.230819642200692,6.25115907538096e-09
"root1",9,"T2",4.32848028039031e-05,0.167469183192992,2e-04,0.145028258448384,5.00981513934064e-08,0.230819642200692,7.26564764806921e-09
"root1",9,"T3",3.00130961501148e-05,0.167469183192992,2e-04,0.145028258448384,3.47373798033736e-08,0.230819642200692,5.03790169594334e-09
"root1",9,"T1",4.4814618096854e-05,0.167469183192992,2e-04,0.145028258448384,5.18687709454329e-08,0.230819642200692,7.52243751807427e-09
"root1",9,"T2",4.81359824589636e-05,0.167469183192992,3e-04,0.145028258448384,5.57129426608375e-08,0.230819642200692,8.07995104713594e-09
"root1",9,"T3",3.1498956869877e-05,0.167469183192992,3e-04,0.145028258448384,3.64571260068021e-08,0.230819642200692,5.28731349279979e-09
"root1",9,"T1",5.01434596717352e-05,0.167469183192992,3e-04,0.145028258448384,5.80364116571009e-08,0.230819642200692,8.41691970922284e-09
