"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","X","RSA_id","kr","Kx","SUF","RSHA_id","age"
50,51,0,0.0583,-0.1799,-9.5794,0.06,-0.1716,-9.7599,0.1887,0.180698727167626,0.4314,0.3922,0.1961,5.6522,1,NA,"Tomato_60d_1",6.37172514130192e-05,0.114486797053794,0.00184370372802493,"Tomato_60d_1_20_1A_60",20
51,52,0,0.06,-0.1716,-9.7599,0.0656,-0.201,-9.9577,0.1887,0.200051393396798,0.4314,0.3922,0.1961,5.8285,1,NA,"Tomato_60d_1",6.3577802224336e-05,0.11162314181455,0.00203421405084475,"Tomato_60d_1_20_1A_60",20
52,53,0,0.0656,-0.201,-9.9577,0.0666,-0.2064,-10.0222,0.1887,0.0647333762444062,0.4314,0.3922,0.1961,5.8857,1,NA,"Tomato_60d_1",6.35325583582403e-05,0.110694037562226,0.000657213007194235,"Tomato_60d_1_20_1A_60",20
53,54,0,0.0666,-0.2064,-10.0222,0.0692,-0.2226,-10.2215,0.1887,0.19997422333891,0.4314,0.3922,0.1961,6.0627,1,NA,"Tomato_60d_1",6.33925554858811e-05,0.107965482130736,0.00202405537349738,"Tomato_60d_1_20_1A_60",20
54,55,0,0.0692,-0.2226,-10.2215,0.072,-0.2338,-10.3414,0.1887,0.120454514236702,0.4314,0.3922,0.1961,6.1697,1,NA,"Tomato_60d_1",6.33079209811216e-05,0.106452972949136,0.00121630446082098,"Tomato_60d_1_20_1A_60",20
55,56,0,0.072,-0.2338,-10.3414,0.0758,-0.2324,-10.3866,0.1887,0.0453810533152322,0.4314,0.3922,0.1961,6.21,1,NA,"Tomato_60d_1",6.32760446209178e-05,0.105883308276066,0.000457765683654878,"Tomato_60d_1_20_1A_60",20
56,57,0,0.0758,-0.2324,-10.3866,0.1073,-0.2238,-10.5461,0.1887,0.162808046484195,0.4314,0.3922,0.1961,6.355,1,NA,"Tomato_60d_1",6.31613530023184e-05,0.103833646301,0.00163818645643043,"Tomato_60d_1_20_1A_60",20
57,58,0,0.1073,-0.2238,-10.5461,0.1476,-0.2129,-10.7417,0.1887,0.200005649920197,0.4314,0.3922,0.1961,6.5337,1,NA,"Tomato_60d_1",6.30200054696032e-05,0.101307614611729,0.0020055974630351,"Tomato_60d_1_20_1A_60",20
58,59,0,0.1476,-0.2129,-10.7417,0.1574,-0.2093,-10.7928,0.1887,0.052155632485859,0.4314,0.3922,0.1961,6.5805,1,NA,"Tomato_60d_1",6.29829877609795e-05,0.100646068539777,0.000522266067964176,"Tomato_60d_1_20_1A_60",20
59,60,0,0.1574,-0.2093,-10.7928,0.1886,-0.2255,-10.9897,0.1887,0.200013724529093,0.4314,0.3922,0.1961,6.76,1,NA,"Tomato_60d_1",6.28410074469203e-05,0.0981087283706435,0.00199669299735825,"Tomato_60d_1_20_1A_60",20
60,61,0,0.1886,-0.2255,-10.9897,0.1912,-0.2338,-11.0921,0.1887,0.102768720922274,0.4314,0.3922,0.1961,6.8524,1,NA,"Tomato_60d_1",6.27679212016887e-05,0.0968025989465326,0.00102371089265089,"Tomato_60d_1_20_1A_60",20
61,62,0,0.1912,-0.2338,-11.0921,0.1977,-0.2394,-11.2379,0.1887,0.146052216689785,0.4314,0.3922,0.1961,6.9842,1,NA,"Tomato_60d_1",6.26636704752653e-05,0.0949395268891968,0.00145126992478124,"Tomato_60d_1_20_1A_60",20
